HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Name Synonyms	Accession Numbers	Gene Family Tag	UniProt ID(supplied by UniProt)
HGNC:18004	THA1P	threonine aldolase 1, pseudogene		GLY1				
HGNC:18005	GIMAP5	GTPase, IMAP family member 5	IAN4L1	HIMAP3		AK002158	GIMAP	Q96F15
HGNC:18006	NISCH	nischarin		KIAA0975, I-1, IRAS	"imidazoline receptor candidate", "I-1 receptor candidate protein", "imidazoline receptor antisera selected"	AF082516		Q9Y2I1
HGNC:18007	GLIPR2	GLI pathogenesis-related 2	C9orf19	GAPR-1		AY039756		Q9H4G4
HGNC:18008	NXN	nucleoredoxin		FLJ12614, NRX				Q6DKJ4
HGNC:18009	SPG18	spastic paraplegia 18 (autosomal dominant)						
HGNC:1801	CDS2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2				AF069532		O95674
HGNC:18010	GDAP2	ganglioside induced differentiation associated protein 2		FLJ20142, dJ776P7.1, MACROD3		AK000149		Q9NXN4
HGNC:18011	NUDT11	nudix (nucleoside diphosphate linked moiety X)-type motif 11		DIPP3b, FLJ10628, hDIPP3beta		AK001490	NUDT	Q96G61
HGNC:18012	NUDT4P1	nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1				AF311215		
HGNC:18015	IL17RB	interleukin 17 receptor B	IL17BR	IL17RH1, EVI27, CRL4		AF212365	IL	Q9NRM6
HGNC:18016	NUP133	nucleoporin 133kDa		FLJ10814				Q8WUM0
HGNC:18017	NUP160	nucleoporin 160kDa		KIAA0197, FLJ22583		D83781		Q12769
HGNC:18018	DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40	DDX40	ARG147, PAD, FLJ22060		AF260270	DHX	Q8IX18
HGNC:18019	ZFAND3	zinc finger, AN1-type domain 3	TEX27	FLJ13222		AK023284	ZFAND	Q9H8U3
HGNC:1802	CDSN	corneodesmosin		D6S586E		AF030130		Q15517
HGNC:18020	PRR4	proline rich 4 (lacrimal)	PROL4	LPRP				Q16378
HGNC:18021	TMC6	transmembrane channel-like 6	EVER1	LAK-4P, EVIN1		AY057379		Q7Z403
HGNC:18022	TP53INP1	tumor protein p53 inducible nuclear protein 1		DKFZp434M1317, FLJ22139, P53DINP1, SIP, TP53INP1A, TP53INP1B, Teap		AF409115		Q96A56
HGNC:18023	GLYCAM1	glycosylation dependent cell adhesion molecule 1 (pseudogene)				AJ489589		Q8IVK1
HGNC:18024	FSD2	fibronectin type III and SPRY domain containing 2	SPRYD1	RP11-127F21		AK122875	FN3	A1L4K1
HGNC:18025	COA6	cytochrome c oxidase assembly factor 6 homolog (S. cerevisiae)	C1orf31				MITOAF	Q5JTJ3
HGNC:18026	TBC1D2	TBC1 domain family, member 2		PARIS1, TBC1D2A, Armus	"prostate antigen recognized and identified by SEREX"	AY026527		Q9BYX2
HGNC:18027	TWISTNB	TWIST neighbor				AK090846		Q3B726
HGNC:18028	OSGEP	O-sialoglycoprotein endopeptidase		PRSMG1, GCPL1, OSGEP1, KAE1		AB050442		Q9NPF4
HGNC:18035	EML2	echinoderm microtubule associated protein like 2		EMAP2, ELP70, EMAP-2	"echinoderm MT-associated protein (EMAP)-like protein 70", "microtubule-associated protein like echinoderm EMAP"	AF103939	WDR	O95834
HGNC:18036	EMID1	EMI domain containing 1		EMU1, hEmu1, EMI5	"emilin and multimerin-domain containing protein 1", "putative emu1"	AJ416090	EMID	Q96A84
HGNC:18037	ARID2	AT rich interactive domain 2 (ARID, RFX-like)		KIAA1557, DKFZp686G052, FLJ30619, BAF200			ARID	Q68CP9
HGNC:18038	COL26A1	collagen, type XXVI, alpha 1	EMID2	Emu2, EMI6	"Emu2 gene"	AJ416091	COLLAGEN, EMID	Q96A83
HGNC:18039	KDM5B	lysine (K)-specific demethylase 5B	JARID1B	RBBP2H1A, PLU-1, CT31	"cancer/testis antigen 31"	AJ243706	KDM, PHF	Q9UGL1
HGNC:1804	CD52	CD52 molecule	CDW52				CD	P31358
HGNC:18040	ARID1B	AT rich interactive domain 1B (SWI1-like)		KIAA1235, ELD/OSA1, p250R, BAF250b, DAN15, 6A3-5		AF521671	ARID	Q8NFD5
HGNC:18041	BMP2K	BMP2 inducible kinase		DKFZp434K0614, BIKe		AB015331		Q9NSY1
HGNC:18042	CNOT6L	CCR4-NOT transcription complex, subunit 6-like		DKFZp434K098		AL133112		Q96LI5
HGNC:18043	MCM10	minichromosome maintenance complex component 10		PRO2249, CNA43, DNA43		AB042719		Q7L590
HGNC:18044	SLC38A3	solute carrier family 38, member 3		G17, SN1		U49082	SLC	Q99624
HGNC:18046	PRNT	prion protein (testis specific)		M8	"M8 protein"	AL137296, AJ427539		Q86SH4
HGNC:18047	ELOVL3	ELOVL fatty acid elongase 3		CIG-30		AF292387		Q9HB03
HGNC:18048	TLK2P1	tousled-like kinase 2 pseudogene 1		TLK2ps1				
HGNC:18049	ACSM1	acyl-CoA synthetase medium-chain family member 1	BUCS1	MACS1		AB059429	ACS	Q08AH1
HGNC:1805	CDX1	caudal type homeobox 1				U51095	HOXL	P47902
HGNC:18052	RNF38	ring finger protein 38					RNF	Q9H0F5
HGNC:18053	PKD1L1	polycystic kidney disease 1 like 1		PRO19563	"polycystin-1L1"	AB061683		Q8TDX9
HGNC:18054	GPHA2	glycoprotein hormone alpha 2		GPA2, ZSIG51, A2, MGC126572	"glycoprotein alpha 2", "cysteine knot protein"	AF260739		Q96T91
HGNC:18055	GPHB5	glycoprotein hormone beta 5		ZLUT1, GPB5		AF467770		Q86YW7
HGNC:18056	TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like				AF390562		Q8IZX4
HGNC:18057	SLC22A10	solute carrier family 22, member 10		OAT5, hOAT5		AP003420	SLC	Q63ZE4
HGNC:18058	STARD4	StAR-related lipid transfer (START) domain containing 4				AF480299	StARD	Q96DR4
HGNC:1806	CDX2	caudal type homeobox 2	CDX3			Y13709	HOXL	Q99626
HGNC:18060	ARX	aristaless related homeobox	MRXS1, PRTS, MRX76, MRX54, MRX43, MRX36, MRX29, MRX32, MRX33, MRX38, MRX87	ISSX, CT121, EIEE1	"cancer/testis antigen 121"	AY038071	PRD	Q96QS3
HGNC:18061	EBPL	emopamil binding protein-like		EBRP		AF243433		Q9BY08
HGNC:18062	GPT2	glutamic pyruvate transaminase (alanine aminotransferase) 2		ALT2				Q8TD30
HGNC:18063	STARD7	StAR-related lipid transfer (START) domain containing 7		GTT1		AF270647	StARD	Q9NQZ5
HGNC:18064	RNF39	ring finger protein 39		HZFw1, LIRF		AF238315	RNF	Q9H2S5
HGNC:18065	STARD5	StAR-related lipid transfer (START) domain containing 5		MGC10327		AF480304	StARD	Q9NSY2
HGNC:18066	STARD6	StAR-related lipid transfer (START) domain containing 6				AF480305	StARD	P59095
HGNC:18067	SLC2A12	solute carrier family 2 (facilitated glucose transporter), member 12		GLUT12, GLUT8		AL035699	SLC	Q8TD20
HGNC:18068	SLC15A3	solute carrier family 15, member 3		PHT2, hPTR3		AB020598	SLC	Q8IY34
HGNC:18069	NAT8	N-acetyltransferase 8 (GCN5-related, putative)		Hcml1, TSC501, GLA, ATase2		AB013094		Q9UHE5
HGNC:18070	SLC38A5	solute carrier family 38, member 5		SN2, JM24		AF276889	SLC	Q8WUX1
HGNC:18071	C11orf30	chromosome 11 open reading frame 30		EMSY		AF226047		Q7Z589
HGNC:18072	RABL3	RAB, member of RAS oncogene family-like 3		MGC23920		BC020832		Q5HYI8
HGNC:18073	ARMCX1	armadillo repeat containing, X-linked 1		ALEX1		AB039670	ARMC	Q9P291
HGNC:18075	AHSP	alpha hemoglobin stabilizing protein	ERAF	EDRF	"alpha hemoglobin stabilising protein"	AF208865		Q9NZD4
HGNC:18076	ARL6IP4	ADP-ribosylation-like factor 6 interacting protein 4		SR-25, SRp25, SFRS20, SRrp37	"SRp25 nuclear protein", "splicing factor, arginine/serine-rich 20"	AB035384		Q66PJ3
HGNC:18077	NGRN	neugrin, neurite outgrowth associated		DSC92		AB029315		Q9NPE2
HGNC:18078	ZBTB7A	zinc finger and BTB domain containing 7A	ZBTB7	FBI-1, LRF, DKFZp547O146, pokemon, ZNF857A	"zinc finger and BTB domain containing 7A, HIV-1 inducer of short transcripts binding protein", "lymphoma related factor"	AF000561	ZBTB, ZNF, BTBD	O95365
HGNC:18079	ZNF362	zinc finger protein 362		FLJ25476, lin-29, RN	"rotund homolog (Drosophila)"		ZNF	Q5T0B9
HGNC:1808	CDX4	caudal type homeobox 4				AF029879	HOXL	O14627
HGNC:18080	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	SIAT10	ST3GALVI		AF119391	ST3G	Q9Y274
HGNC:18081	WIF1	WNT inhibitory factor 1				AF122922		Q9Y5W5
HGNC:18082	TRPV2	transient receptor potential cation channel, subfamily V, member 2		VRL, VRL-1, VRL1		AF129112	TRP, ANKRD	Q9Y5S1
HGNC:18083	TRPV4	transient receptor potential cation channel, subfamily V, member 4		OTRPC4, TRP12, VROAC, VRL-2, VR-OAC, CMT2C	"osmosensitive transient receptor potential channel 4"	AF263523	TRP, ANKRD	Q9HBA0
HGNC:18084	TRPV3	transient receptor potential cation channel, subfamily V, member 3		VRL3		AF514998	TRP, ANKRD	Q8NET8
HGNC:18085	TMEM199	transmembrane protein 199	C17orf32	MGC45714		AY074907		Q8N511
HGNC:18086	DEFB107A	defensin, beta 107A	DEFB107	DEFB-7		AF540979	DEFB	Q8IZN7
HGNC:18087	DEFB105A	defensin, beta 105A	DEFB105	DEFB-5		AB089180	DEFB	Q8NG35
HGNC:18088	DEFB106A	defensin, beta 106A	DEFB106	DEFB-6		AY122466	DEFB	Q8N104
HGNC:18089	DEFB108P1	defensin, beta 108, pseudogene 1	DEFB108	DEFB-8, DEFB108A			DEFB	A8MXU0
HGNC:1809	CDY1	chromodomain protein, Y-linked, 1		CDY1A		AF000981		Q9Y6F8
HGNC:18090	DEFB109P1	defensin, beta 109, pseudogene 1	DEFB109	DEFB-9, DEFB109A			DEFB	Q30KR1
HGNC:18091	DEFB110	defensin, beta 110 locus		DEFB-10, DEFB-11, DEFB111		DQ012014, BC148541	DEFB	Q30KQ9
HGNC:18093	DEFB112	defensin, beta 112		DEFB-12		DQ012016	DEFB	Q30KQ8
HGNC:18094	DEFB113	defensin, beta 113		DEFB-13		DQ012017	DEFB	Q30KQ7
HGNC:18095	DEFB114	defensin, beta 114		DEFB-14		DQ012018	DEFB	Q30KQ6
HGNC:18096	DEFB115	defensin, beta 115		DEFB-15		DQ012019	DEFB	Q30KQ5
HGNC:18097	DEFB116	defensin, beta 116		DEFB-16	"defensin, beta 16"	DQ012020	DEFB	Q30KQ4
HGNC:18098	DEFB117	defensin, beta 117		DEFB-17	"defensin, beta 17"	DQ012021	DEFB	
HGNC:18099	DEFB119	defensin, beta 119	DEFB120	DEFB-19, DEFB-20		AA939044	DEFB	Q8N690
HGNC:1810	CDY2A	chromodomain protein, Y-linked, 2A	CDY2			AF080598		Q9Y6F7
HGNC:18101	DEFB121	defensin, beta 121		DEFB-21	"defensin, beta 21"	AI476463	DEFB	Q5J5C9
HGNC:18102	DEFB122	defensin, beta 122 (pseudogene)		DEFB-22, DEFB122P		AI989655	DEFB	
HGNC:18103	DEFB123	defensin, beta 123		DEFB-23	"beta defensin 23"	AA933749	DEFB	Q8N688
HGNC:18104	DEFB124	defensin, beta 124		DEFB-24	"defensin, beta 24"	DQ119827	DEFB	Q8NES8
HGNC:18105	DEFB125	defensin, beta 125		DEFB-25	"beta defensin 25"	AA935636	DEFB	Q8N687
HGNC:18106	DEFB128	defensin, beta 128		DEFB-28	"defensin, beta 28"	AF525930	DEFB	Q7Z7B8
HGNC:18107	DEFB130	defensin, beta 130		DEFB-30		DQ012022	DEFB	Q30KQ2
HGNC:18108	DEFB131	defensin, beta 131		DEFB-31		AF529414	DEFB	P59861
HGNC:1811	CDYL	chromodomain protein, Y-like		DKFZP586C1622, CDYL1	"CDY-like, autosomal", "testis-specific chromodomain Y-like protein"	AF081258		Q9Y232
HGNC:18111	CCDC50	coiled-coil domain containing 50	C3orf6, DFNA44	Ymer		AJ416916		Q8IVM0
HGNC:18113	TTLL11	tubulin tyrosine ligase-like family, member 11	C9orf20	bA244O19.1		AF521886	TTLL	Q8NHH1
HGNC:18114	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2		SLM1, SLM-1, MGC26664	"Sam68-like mammalian protein 1"	BC034043		Q5VWX1
HGNC:18115	DEFB104A	defensin, beta 104A	DEFB104	DEFB4, DEFB-4		AJ314835	DEFB	Q8WTQ1
HGNC:18116	KHDRBS1	KH domain containing, RNA binding, signal transduction associated 1		Sam68, p62, FLJ34027	"GAP-associated tyrosine phosphoprotein p62 (Sam68)"	U78971		Q07666
HGNC:18117	KHDRBS3	KH domain containing, RNA binding, signal transduction associated 3		T-STAR, Etle, etoile, SALP, SLM2, SLM-2		AF069681		O75525
HGNC:18118	RSF1	remodeling and spacing factor 1	HBXAP	XAP8, RSF-1, p325		AF380176, AF227948	PHF	Q96T23
HGNC:18119	SPATA5	spermatogenesis associated 5		SPAF, AFG2	"ATPase family gene 2 homolog (S. cerevisiae)"	AF361489	AATP	Q8NB90
HGNC:18120	SLC22A11	solute carrier family 22 (organic anion/urate transporter), member 11		OAT4		AB026116	SLC	Q9NSA0
HGNC:18121	MFRP	membrane frizzled-related protein		FLJ30570, rd6, NNO2, C1QTNF5	"membrane-type frizzled-related protein", "complement C1q tumor necrosis factor-related protein 5 precursor variant 1"	AB055505		Q9BY79
HGNC:18122	SOX17	SRY (sex determining region Y)-box 17				AB073988	SOX	Q9H6I2
HGNC:18123	ACVR1C	activin A receptor, type IC		ALK7, ACVRLK7		BC022530		Q8NER5
HGNC:18124	P2RY12	purinergic receptor P2Y, G-protein coupled, 12		P2Y12, SP1999, HORK3		AJ320495	P2R, P2RY	Q9H244
HGNC:18125	ATP6V1E2	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2	ATP6EL2, ATP6V1EL2	MGC9341, VMA4, ATP6E1		BC008981	VATP	Q96A05
HGNC:18126	ZNRF3	zinc and ring finger 3		KIAA1133, BK747E2.3, FLJ22057, RNF203		AB051436	RNF	Q9ULT6
HGNC:18127	TUBGCP6	tubulin, gamma complex associated protein 6		GCP6, KIAA1669, DJ402G11.6	"gamma-tubulin complex component 6"	AB051456		Q96RT7
HGNC:18128	HDAC10	histone deacetylase 10		DKFZP761B039		AF393962		Q969S8
HGNC:18129	GHRL	ghrelin/obestatin prepropeptide		MTLRP, ghrelin, obestatin	"prepro-appetite regulatory hormone"	AF296558	ENDOLIG	Q9UBU3
HGNC:18130	SYCP3	synaptonemal complex protein 3				AF492003, AI075991		Q8IZU3
HGNC:18131	ILDR2	immunoglobulin-like domain containing receptor 2	C1orf32		"LISCH-like"	AF503509		Q71H61
HGNC:18132	IGSF9	immunoglobulin superfamily, member 9		KIAA1355, Nrt1, IGSF9A		AB037776	ISET, IGD, FN3	Q9P2J2
HGNC:18133	TAOK3	TAO kinase 3		JIK, DPK, MAP3K18		AF135158		Q9H2K8
HGNC:18135	WT1-AS	WT1 antisense RNA	WIT1	WIT-1, WT1AS, WT1-AS1	"Wilms tumor associated protein"	BC002734	LNCRNA, ANTISENSE, fLNCRNA	Q06250
HGNC:18137	CHST15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15		GALNAC4S-6ST, BRAG, KIAA0598	"B cell RAG associated protein", "N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase"	AB011170	SULTM	Q7LFX5
HGNC:18138	EIF3L	eukaryotic translation initiation factor 3, subunit L	EIF3S6IP, EIF3EIP	HSPC021, HSPC025, EIF3S11		AF083243		Q9Y262
HGNC:1814	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	BGP	BGP1, CD66a		M72238	CD, VSET, IGD	P13688
HGNC:18140	RHCG	Rh family, C glycoprotein	C15orf6	RHGK, PDRC2, SLC42A3		AF081497	SLC	Q9UBD6
HGNC:18141	DCDC2	doublecortin domain containing 2		RU2, KIAA1154, DCDC2A		AB032980		Q9UHG0
HGNC:18142	DAAM1	dishevelled associated activator of morphogenesis 1		KIAA0666		AB014566		Q9Y4D1
HGNC:18143	DAAM2	dishevelled associated activator of morphogenesis 2		KIAA0381		AB002379		Q86T65
HGNC:18144	DSEL	dermatan sulfate epimerase-like	C18orf4	NCAG1, FLJ11477		AF480435		Q8IZU8
HGNC:18145	PHF6	PHD finger protein 6	BFLS, BORJ	KIAA1823, MGC14797, CENP-31	"centromere protein 31"	AB058726	PHF	Q8IWS0
HGNC:18147	C9orf141	chromosome 9 open reading frame 141						Q5SQ13
HGNC:18149	A4GALT	alpha 1,4-galactosyltransferase		A14GALT, Gb3S, P(k)	"Gb3 synthase", "CD77 synthase", "globotriaosylceramide synthase", "lactosylceramide 4-alpha-galactosyltransferase"			Q9NPC4
HGNC:1815	CEACAM3	carcinoembryonic antigen-related cell adhesion molecule 3	CGM1	CD66d		E03349	CD, VSET	P40198
HGNC:18150	MYO18B	myosin XVIIIB		BK125H2.1		AJ310931	MYOXVIII	Q8IUG5
HGNC:18151	NXT2	nuclear transport factor 2-like export factor 2		P15-2		AF246127		Q9NPJ8
HGNC:18152	TNFRSF12A	tumor necrosis factor receptor superfamily, member 12A		FN14, TweakR, CD266		AB035480	TNFRSF, CD	Q9NP84
HGNC:18153	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B		TACI, CD267		AF023614	TNFRSF, CD	O14836
HGNC:18154	RNF115	ring finger protein 115	ZNF364	CL469780		AF419857	RNF	Q9Y4L5
HGNC:18155	TXNRD2	thioredoxin reductase 2		TR, TRXR2, TR3	"thioredoxin reductase beta", "selenoprotein Z"	AF106697		Q9NNW7
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	"StAR-related lipid transfer (START) domain containing 14"	AB014607	ACOT, StARD	Q8WXI4
HGNC:18157	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	MAP3K7IP1		"TAK1-binding protein 1", "mitogen-activated protein kinase kinase kinase 7 interacting protein 1"	U49928		Q15750
HGNC:18158	VCX2	variable charge, X-linked 2		VCX-2r, VCX-2R		AF159127		Q9H322
HGNC:18159	VCX3A	variable charge, X-linked 3A	VCX3	VCX-8r, VCX-8R, VCX-A		AF159128		Q9NNX9
HGNC:1816	CEACAM4	carcinoembryonic antigen-related cell adhesion molecule 4	CGM7			D90276	VSET	O75871
HGNC:18160	ETV7	ets variant 7		TEL2, TEL-2	"TEL2 oncogene"	AF116508		Q9Y603
HGNC:18161	SCLY	selenocysteine lyase		SCL	"putative selenocysteine lyase"	AF175767		Q96I15
HGNC:18162	TRIM73	tripartite motif containing 73	TRIM50B			AF498998	TRIM, RNF	Q86UV7
HGNC:18163	IFNE	interferon, epsilon		IFNE1		AY190045		Q86WN2
HGNC:18165	STYXL1	serine/threonine/tyrosine interacting-like 1	DUSP24	MK-STYX		AF069762	DUSPT	Q9Y6J8
HGNC:18166	EPS15P1	epidermal growth factor receptor pathway substrate 15 pseudogene 1	EPS15L2	PRO1866		AF119858		
HGNC:18167	MPP6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)		PALS2, VAM-1, p55T		AF162130		Q9NZW5
HGNC:18168	SLC4A5	solute carrier family 4, sodium bicarbonate cotransporter, member 5		NBC4		AF243499	SLC	Q9BY07
HGNC:18169	FKBP10	FK506 binding protein 10, 65 kDa		hFKBP65, FLJ22041, FKBP6, FLJ20683, FLJ23833		AB045981	EFHAND	Q96AY3
HGNC:1817	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5	CEA	CD66e		M17303	CD, VSET, ISET, IGD	P06731
HGNC:18170	CMPK1	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	CMPK	UMP-CMPK	"UMP-CMP kinase", "Cytidine monophosphate kinase"	AF070416		P30085
HGNC:18171	CD244	CD244 molecule, natural killer cell receptor 2B4		2B4, NAIL, NKR2B4, Nmrk, SLAMF4		AF105261	CD, IGD	Q9BZW8
HGNC:18173	ERAP1	endoplasmic reticulum aminopeptidase 1		ARTS-1, A-LAP, PILS-AP, KIAA0525, ERAAP1	"aminopeptidase regulator of TNFR1 shedding", "adipocyte-derived leucine aminopeptidase", "puromycin-insensitive leucyl-specific aminopeptidase"	AB011097		Q9NZ08
HGNC:18175	COQ3	coenzyme Q3 methyltransferase		bA9819.1	"polyprenyldihydroxybenzoate methyltransferase"	AF193016		Q9NZJ6
HGNC:18176	SLEV1	systemic lupus erythematosus, vitiligo-related 1		VAMAS1				
HGNC:18177	GIPC2	GIPC PDZ domain containing family, member 2		FLJ20075, SEMCAP-2	"semaphorin cytoplasmic domain associated protein 2"	AB073737		Q8TF65
HGNC:18178	VPS28	vacuolar protein sorting 28 homolog (S. cerevisiae)				AF316887		Q9UK41
HGNC:18179	VPS33A	vacuolar protein sorting 33 homolog A (S. cerevisiae)				AK026048		Q96AX1
HGNC:1818	CEACAM6	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)	NCA	CD66c		M29541	CD, VSET, IGD	P40199
HGNC:18180	CALML5	calmodulin-like 5		CLSP	"calmodulin-like skin protein"	AF172852	EFHAND	Q9NZT1
HGNC:18181	SHC3	SHC (Src homology 2 domain containing) transforming protein 3		N-Shc, NSHC, SHCC		D84361	SH2D	Q92529
HGNC:18182	TPCN1	two pore segment channel 1		KIAA1169, FLJ20612, TPC1		AB032995	TPCN	Q9ULQ1
HGNC:18183	GIPC3	GIPC PDZ domain containing family, member 3	C19orf64, DFNB72, DFNB15	DFNB95		AB073738		Q8TF64
HGNC:18184	DCUN1D1	DCN1, defective in cullin neddylation 1, domain containing 1		RP42, SCRO, DCUN1L1, Tes3, SCCRO	"squamous cell carcinoma related oncogene"	AF292100, AK056335		Q96GG9
HGNC:18185	ERRFI1	ERBB receptor feedback inhibitor 1		MIG-6, GENE-33, RALT		BC025337		Q9UJM3
HGNC:18186	GPR173	G protein-coupled receptor 173		SREB3		AB040801	GPCRAO	Q9NS66
HGNC:18187	SIAE	sialic acid acetylesterase	YSG2	CSE-C, MGC87009, LSE	"sialic acid-specific acetylesterase II"	AF300796		Q9HAT2
HGNC:18188	TMCO1	transmembrane and coiled-coil domains 1	TMCC4	HP10122		AB020980		Q9UM00
HGNC:18189	EXOSC4	exosome component 4		hRrp41p, FLJ20591, Rrp41p, RRP41, RRP41A, Ski6p, SKI6, p12A	"exosome component Rrp41"	AF281133		Q9NPD3
HGNC:1819	CEACAM7	carcinoembryonic antigen-related cell adhesion molecule 7	CGM2	CEA	"carcinoembryonic antigen gene family member 2"	X98311	VSET, IGD	Q14002
HGNC:18190	ZNF648	zinc finger protein 648		FLJ46813		AK128654	ZNF	Q5T619
HGNC:18191	MTMR12	myotubularin related protein 12	PIP3AP	3-PAP, FLJ20476, KIAA1682, 3PAP		AB051469	DUSPM	Q9C0I1
HGNC:18192	TUBBP3	tubulin, beta pseudogene 3						
HGNC:18193	DDX56	DEAD (Asp-Glu-Ala-Asp) box helicase 56		NOH61	"nucleolar helicase of 61 kDa"	AJ131712	DDX	Q9NY93
HGNC:18194	ZNF365	zinc finger protein 365		KIAA0844, UAN	"Talanin"	AB020651	ZNF	Q70YC4
HGNC:18196	SOX7	SRY (sex determining region Y)-box 7				AJ409320	SOX	Q9BT81
HGNC:18197	EML5	echinoderm microtubule associated protein like 5		HuEMAP-2, EMAP-2		AY357725	WDR	Q05BV3
HGNC:1820	CEACAM8	carcinoembryonic antigen-related cell adhesion molecule 8	CGM6	CD66b		D90064	CD, VSET, IGD	P31997
HGNC:18200	CASKIN2	CASK interacting protein 2		KIAA1139, FLJ21609, ANKS5B		AB032965	SAMD, ANKRD	Q8WXE0
HGNC:18206	CRISPLD1	cysteine-rich secretory protein LCCL domain containing 1	LCRISP1	Cocoacrisp, DKFZp762F133		AL834301		Q9H336
HGNC:18208	MESTP2	mesoderm specific transcript pseudogene 2						
HGNC:1821	CEACAMP1	carcinoembryonic antigen-related cell adhesion molecule pseudogene 1	CGM8			M96921		
HGNC:18210	MOGAT1	monoacylglycerol O-acyltransferase 1	DGAT2L1	DGAT2L, MGAT1		AF384163		Q96PD6
HGNC:18211	PLEKHJ1	pleckstrin homology domain containing, family J member 1		FLJ10297	"guanine nucleotide releasing protein x"	AK001159	PLEKH	Q9NW61
HGNC:18212	HPCAL4	hippocalcin like 4		HLP4, DKFZp761G122		AB001105	EFHAND	Q9UM19
HGNC:18213	OFD1P16Y	OFD1 pseudogene 16, Y-linked	OFDYP16, OFD1P16, OFD1PY16					
HGNC:18215	PI4K2B	phosphatidylinositol 4-kinase type 2 beta		PI4KIIB, FLJ11105, PIK42B		AK001967		Q8TCG2
HGNC:18216	TMEM37	transmembrane protein 37		PR1, PR		AF361356		Q8WXS4
HGNC:18219	CD248	CD248 molecule, endosialin	CD164L1	TEM1	"endosialin", "tumor endothelial marker 1"	AF279142	CD	Q9HCU0
HGNC:1822	CEACAMP10	carcinoembryonic antigen-related cell adhesion molecule pseudogene 10	CGM17			U06678		
HGNC:18220	GUSBP4	glucuronidase, beta pseudogene 4	C6orf216, SMAC3L, GUSBL2	SMA3-L, FLJ13549				
HGNC:18222	RBFOX1	RNA binding protein, fox-1 homolog (C. elegans) 1		A2BP1, FOX-1, HRNBP1	"ataxin 2-binding protein 1", "hexaribonucleotide binding protein 1"	AF107203	RBM	Q9NWB1
HGNC:18224	ZRANB1	zinc finger, RAN-binding domain containing 1		TRABID		AJ252060	ZRANB	Q9UGI0
HGNC:18225	BPY2C	basic charge, Y-linked, 2C		VCY2C				O14599
HGNC:18226	AACSP1	acetoacetyl-CoA synthetase pseudogene 1	AACSL					
HGNC:18229	RASD2	RASD family, member 2		TEM2, Rhes, MGC:4834	"tumor endothelial marker 2", "Ras homolog enriched in striatum"	AF279143		Q96D21
HGNC:1823	CEACAMP11	carcinoembryonic antigen-related cell adhesion molecule pseudogene 11	CGM18			U06679		
HGNC:18231	CDHR2	cadherin-related family member 2	PCDH24	PC-LKC, FLJ20124, FLJ20383, PCLKC	"protocadherin LKC"	AB047004	CDHR	Q9BYE9
HGNC:18232	BSPRY	B-box and SPRY domain containing		FLJ20150		AJ276691		Q5W0U4
HGNC:18233	BANK1	B-cell scaffold protein with ankyrin repeats 1		BANK, FLJ20706		AB063170	ANKRD	Q8NDB2
HGNC:18234	MOCOS	molybdenum cofactor sulfurase		HMCS, FLJ20733, MOS		AK000740		Q96EN8
HGNC:18235	EPN3	epsin 3		FLJ20778, MGC129899		AF324241		Q9H201
HGNC:18237	CD99L2	CD99 molecule-like 2	MIC2L1	CD99B		BC030536		Q8TCZ2
HGNC:18238	RAB25	RAB25, member RAS oncogene family		CATX-8		AF083124	RAB	P57735
HGNC:18239	ARHGAP17	Rho GTPase activating protein 17		RICH1, FLJ10308, NADRIN, FLJ13219, WBP15		AJ306731	ARHGAP	Q68EM7
HGNC:1824	CEACAMP2	carcinoembryonic antigen-related cell adhesion molecule pseudogene 2	CGM9			M96922		
HGNC:18240	PAIP1P1	poly(A) binding protein interacting protein 1 pseudogene 1		bQB44E15.5, bPG254M11.3, bCX300M20.3				
HGNC:18241	PRMT6	protein arginine methyltransferase 6	HRMT1L6	FLJ10559		AK001421	PRMT	Q96LA8
HGNC:18242	APPL2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2		FLJ10659, DIP13B		AY113704	PLEKH	Q8NEU8
HGNC:18243	RCBTB1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1		FLJ10716, CLLD7, CLLL7		AF334406	BTBD	Q8NDN9
